X,Y,GLOBAL_ID,NAME,ELEVATION,SERVCITY,STATE,IDENT,ICAO_ID
-112.168348869786,47.8283544837521,DEEF712D-761F-4B7B-A13E-751DEC623750,Choteau,3946.6,CHOTEAU,MT,CII,KCII
-112.376164038148,48.6083614989626,F2969FF2-91A6-4C6F-986E-56AA871DB9D9,Cut Bank Intl,3857.8,CUT BANK,MT,CTB,KCTB
-112.552512590968,45.2553675510942,5C101B21-1984-4A8F-A277-B574C29B7AA1,Dillon,5244.7,DILLON,MT,DLN,KDLN
-111.648927961935,45.2757312481418,BD034ACD-731C-4F25-9687-D96A45EBDFDE,Ennis Big Sky,5432.6,ENNIS,MT,EKS,KEKS
-104.807233415304,47.1387295666658,76696840-D29F-421C-87D1-5E4075F4080E,Dawson Community,2458.3,GLENDIVE,MT,GDV,KGDV
-111.187346086706,47.5046734428784,E4C9D0C1-85F4-405F-AAF5-E6F10C7C7F99,Malmstrom AFB,3472,GREAT FALLS,MT,GFA,KGFA
-106.614817409956,48.212451731669,D65476B4-FB26-4009-99F0-F8398774A277,Wokal Fld/Glasgow-Valley County,2295.9,GLASGOW,MT,GGW,KGGW
-114.256013584687,48.3105065296878,7CAE492D-82DD-4017-9F19-995A1DCBA336,Glacier Park Intl,2976.8,KALISPELL,MT,GPI,KGPI
-111.37029220572,47.4823060337738,D4C2CCF9-7284-4D08-8746-7A3AF201C16A,Great Falls Intl,3680,GREAT FALLS,MT,GTF,KGTF
-111.983290514416,46.6067288397492,F69C6297-B07A-4178-AE29-21318FA8DAC3,Helena Rgnl,3877.3,HELENA,MT,HLN,KHLN
-114.123856218443,46.2571722672338,17F4CA57-083F-42F4-A426-86A3D5308915,Ravalli County,3635.6,HAMILTON,MT,HRF,KHRF
-109.762354888107,48.5429917321063,B847A9C2-9E21-4DB0-AFBF-BCF0453058C1,Havre City-County,2591.3,HAVRE,MT,HVR,KHVR
-109.852790019739,46.4486179181026,9B0B3A30-19A4-435E-B0F6-6BE48853126E,Wheatland County At Harlowton,4311.9,HARLOWTON,MT,HWQ,KHWQ
-106.952700639941,47.3287571671577,4BC150FE-06CD-4794-A8E2-42193BCB9DDC,Jordan,2666.3,JORDAN,MT,JDN,KJDN
-110.990876823839,48.5107291051054,2EE9A33C-F399-4C1C-A001-AE792B094C3C,Liberty County,3184.8,CHESTER,MT,LTY,KLTY
-110.44804000585,45.6994233455225,0D7D4C01-4DB3-4744-BCB6-0DE5EBC81A37,Mission Fld,4659.4,LIVINGSTON,MT,LVM,KLVM
-109.46670672024,47.0492569015284,FEB789CC-8CBD-4F8A-B117-E4DFB3F7A110,Lewistown Muni,4170.4,LEWISTOWN,MT,LWT,KLWT
-105.888236598592,46.4268935592083,4F2D99A3-4225-4F47-A1EC-906BF401DEBA,Frank Wiley Fld,2634.2,MILES CITY,MT,MLS,KMLS
-114.090568794325,46.9163119923142,144C2D8F-482A-4147-B02D-320B7A86E44D,Missoula Montana,3205.6,MISSOULA,MT,MSO,KMSO
-105.575067131358,48.0945073743851,FF029A31-33A7-4C91-8281-7730D6E7433D,L M Clayton,1988.5,WOLF POINT,MT,OLF,KOLF
-104.52374979417,48.7905231004643,B08A242A-90F6-4195-968F-64F63C887FEE,Sher-Wood,2263.9,PLENTYWOOD,MT,PWD,KPWD
-109.257721593131,45.1848400685418,C83A127B-C52E-4333-B539-2F938783FD57,Red Lodge,5762,RED LODGE,MT,RED,KRED
-108.54342861898,46.4750069324324,6780E9D2-5FE5-4EC9-8AE3-5A524A9F91DE,Roundup,3490.3,ROUNDUP,MT,RPX,KRPX
-112.302290369943,45.5354231565637,28EBC74F-0834-4412-B052-8CB6CAA64FE9,Ruby Valley Fld,4788.7,TWIN BRIDGES,MT,RVF,KRVF
-111.871263135099,48.5407012395533,B591A090-8C98-49F5-BB97-3F85DDF62B78,Shelby,3442.9,SHELBY,MT,SBX,KSBX
-104.192566708251,47.7068685727291,DA6ECBA0-8807-463C-952A-C40D387915F2,Sidney-Richland Rgnl,1985.3,SIDNEY,MT,SDY,KSDY
-115.280669732024,47.5735041449305,FCD827F9-BB50-43C4-9265-022FA9A390AC,Thompson Falls,2467.1,THOMPSON FALLS,MT,THM,KTHM
-111.117651075662,44.6883954064149,A842B95E-1884-4412-BF3A-1F65E95EFBB0,Yellowstone,6649,WEST YELLOWSTONE,MT,WYS,KWYS
-104.504066877401,48.1535672024766,E7DBF053-04D3-42A8-944E-0F7EC8900931,Big Sky Fld,1953,CULBERTSON,MT,S85,
-115.903520622956,48.4802269237815,800E1E31-2DDA-4D4F-B266-B7DC9AB4DC78,Troy,2017,TROY,MT,57S,
-105.16215037067,48.1344240841956,622FAAD1-CF02-4205-8F63-5E9FCDFD2E46,Poplar Muni,2037.1,POPLAR,MT,PO1,
-105.608899905927,48.0430801439515,2C42085D-45E4-48AF-8D20-892C445A45A6,Vine,2075,WOLF POINT,MT,MT80,
-104.708947447998,47.980435221349,574BC281-B379-4997-8F56-3F1B57756D23,Steppler Fld,2112,CULBERTSON,MT,02MT,
-104.071427820047,47.8625352674828,3475E339-CFD4-489B-942F-D97D6D51B875,Fairview,2152,FAIRVIEW,MT,5U6,
-105.156658758961,48.403362167281,C1AF504F-D66A-4EEE-9543-80CA10ACEE3A,Swank,2205,POPLAR,MT,MT38,
-107.083300948738,48.3880278157985,1012AC1D-CEBE-41F8-930F-EC8D6E7D5A76,Hinsdale,2220,HINSDALE,MT,6U5,
-107.919345532172,48.3669516205249,7E409218-3862-4C08-B91C-7F428A7ECF5B,Malta,2253.8,MALTA,MT,M75,
-116.046280557037,48.0871563246515,5F0AFD09-2C06-41A6-BE9D-CEBEF1C46245,R & R Fld,2274,HERON,MT,41MT,
-105.313122358762,46.7771461488594,3CD3F57D-6126-4D1C-979B-8095801CFD45,Terry,2283,TERRY,MT,8U6,
-106.477900665767,48.0048406130628,DFF75F52-6D18-4417-B6E1-336B41768FB3,Fort Peck,2290,FORT PECK,MT,37S,
-108.875053950099,47.7263403558854,248A35B1-9739-425E-82D7-34A92156C323,Heller Farm,2304,WINIFRED,MT,L51,
-104.58806680418,47.6916740909617,B7C9F1FB-39CF-4EA8-B403-3A69DE86A79E,Prevost,2348,LAMBERT,MT,20MT,
-105.829400189446,46.3948682830184,AEFF3A93-8577-4D2D-A613-B19697C87346,Holy Rosary Hospital,2373.8,MILES CITY,MT,1MT5,
-108.769058256569,48.4811148815842,63EA74B7-99FF-45CC-B9AB-45FBAC652B57,Fort Belknap Agency,2374,HARLEM,MT,U09,
-109.250623671044,48.5921181767609,B8B438AE-71A8-4ED2-8A80-49C3A4A958C6,Edgar G Obie,2416,CHINOOK,MT,S71,
-106.188090267927,47.7666825613707,4C66688F-9317-4F22-B16E-CA64ED6DD553,Nelson,2425,HAXBY / FORT PECK,MT,MT58,
-105.439483916667,48.8077296811544,AF603D86-7AD1-4C0D-A912-A84561A1CF8C,Scobey,2434,SCOBEY,MT,9S2,
-105.560900322498,47.4183406386756,D111AD64-7CE6-47E6-88AA-7674C01C1325,Circle Town County,2441.4,CIRCLE,MT,4U6,
-115.404069221213,47.6607841387237,3EA59E28-29A4-440F-9ED2-ABADBC4ED37E,Pinehurst Ranch,2460,THOMPSON FALLS,MT,0MT7,
-114.88889685267,47.469098066331,2A0F077D-CA62-4818-9BAD-59F5C5EE9629,Clark Fork Valley Hospital,2462,PLAINS,MT,MT78,
-104.527127917916,47.7807407720219,9FBFEAF7-6E2E-41D6-99FE-EC681C219FC3,Flying H,2465,LAMBERT,MT,69MT,
-114.907094913302,47.4735622308061,1EDE8C09-F63B-4B27-9700-DD4E25C074BD,Plains,2467,PLAINS,MT,S34,
-105.858349656192,46.4788991225174,34C4282F-8CAB-4FE8-BA4A-8DD1BF76C3DF,Sunday Creek Airpark,2490,MILES CITY,MT,MT29,
-105.07959469004,47.6264240389008,41A16B4D-515B-47B8-A043-C0271773B24D,Richey,2494,RICHEY,MT,7U8,
-115.502791480525,47.7388952452963,D7C35B18-1240-4314-8AB3-4245551D4288,Craik,2500,TROUT CREEK,MT,29MT,
-105.400261727223,48.9995352599355,04A2A67D-7D09-48EE-8D58-4F8FE8A0FFDE,Scobey Border Station/East Poplar Intl,2501,SCOBEY,MT,8U3,
-106.483940631303,47.833352262271,DC3DDB0A-8EF9-41F8-A44F-8F33F82BDC18,Hoolie,2526,HAXBY,MT,10MT,
-115.464627581443,47.7277313594394,064BF25B-1626-41A7-9AC1-71778E5DE2A8,Littlebear,2579,THOMPSON FALLS,MT,MT69,
-109.064679166355,48.5135070771958,66A3C370-F26E-4387-9ED8-85CCF790CE41,Maddox Ranch Company,2589,CHINOOK,MT,3MT4,
-115.490236049215,48.283839730703,E4DB58F5-8431-4769-BC0B-20B15729AC78,Libby,2605.3,LIBBY,MT,S59,
-107.193317160942,46.2934792600033,111B3C17-5D8D-4D81-8273-4D290C460AB4,Hysham,2624,HYSHAM,MT,6U7,
-108.774048637874,48.5663016668934,5FD61525-2FDA-40E1-B0A5-EB9FC7590F32,Harlem,2643,HARLEM,MT,48S,
-115.079430578285,48.9684231578512,4FB34F3C-9B2D-4599-A8EA-1EE0BA29B30C,Eureka,2671.5,EUREKA,MT,88M,
-110.114296521292,48.1634428021141,4D3BD4AA-E2BC-48A7-981F-3318B99E7A60,Big Sandy,2698.5,BIG SANDY,MT,3U8,
-105.909733966044,48.5004240506148,CBC7CE7D-11B0-4DE8-ABA8-98694120F5B6,Saubak,2701,LUSTRE,MT,15MT,
-106.488106601739,47.137504968776,6E6110DD-2169-4083-98E2-8FE8FD6E36B8,Pluhar,2715,COHAGEN,MT,04MT,
-105.961691986824,48.2769731893341,145DCE0A-22B0-4AB8-AE11-0907F54F3C7C,Zerbe,2720,FRAZER,MT,MT51,
-106.623913577741,46.2711578652342,A270DB0A-E67D-4E81-89E9-54D439552B7C,Tillitt Fld,2729.3,FORSYTH,MT,1S3,
-110.108562662589,48.1795319431212,A4B647EA-4C45-4B35-BE57-7FE3F4A58235,Big Sandy Medical Center,2750,BIG SANDY,MT,0MT2,
-106.008915636633,48.4041973645641,F6133AE3-BA75-487F-B96D-5DA900A62FE3,Olfert,2750,LUSTRE,MT,MT04,
-106.527727766816,48.4211023995749,EA6575D0-D91C-4EC3-8A82-E588E6B9760A,Glasgow Industrial,2762,GLASGOW,MT,07MT,
-114.613476274587,47.612443660783,1BEB76F8-8BED-4FEE-AC36-F88CE362A14D,Hot Springs,2763,HOT SPRINGS,MT,S09,
-114.853754557123,47.1682658234514,9B669B2B-7E9B-4DB6-BF77-4F1DA6E5ADFB,Mineral County,2787,SUPERIOR,MT,9S4,
-106.253345144288,48.4222295650005,FF6CF03F-CB4B-4F84-B39F-1554FDCFDE76,Blatter,2800,GLASGOW,MT,25MT,
-114.877471787648,47.1856174893997,EE89D2D6-A2FD-4925-BDD8-094054EFF04E,Mineral County Hospital,2800,SUPERIOR,MT,MT64,
-110.636873817457,47.8441957496393,2AF93D54-DBE4-45EF-9F3A-B6CC44A27C5B,Fort Benton,2868.8,FORT BENTON,MT,79S,
-110.113279407683,48.5208328058503,66EFA5E7-8744-4EF3-B0F5-056737A85C5F,Sorenson,2873,KREMLIN,MT,13MT,
-114.166844085035,48.1507259707381,7B1BD7C7-5E86-4C47-AB83-8B54CB7A9025,Danford Fld,2882,KALISPELL,MT,MT26,
-110.327073505191,48.6179054597262,B6A96D60-FE0A-4CBA-9644-F079E016D967,Sandy Rock,2890,GILDFORD,MT,14MT,
-105.83584504776,48.4488962745219,68000118-1781-445A-9B0B-B14843079CDF,Unrau,2900,WOLF POINT,MT,5MT5,
-114.177263521027,48.1070620782807,2C4D2205-9914-4C2F-AAA7-3E9815A49CC0,Abel Ranch,2900,KALISPELL,MT,17MT,
-110.442029554667,48.835640299812,69E9F6BF-66E3-4B43-B9BB-FC6AE91DC983,Hutchinson,2900,HINGHAM,MT,26MT,
-114.157974624779,48.0928301341857,C4DD2DFA-30D5-4750-BD84-A6DBA92D9473,Taylor Homestead,2903,SOMERS,MT,MT61,
-114.169821857386,48.1280981916808,0E48C1B2-24F9-426A-A3C3-7455244CFF5D,Wounded Buck Ranch,2905,KALISPELL,MT,22MT,
-114.185968803094,48.1169062441356,1DA14BFD-33AD-4AE0-87DE-601F2A4D5716,Sky Ranch,2905,KALISPELL,MT,MT95,
-106.274261262363,45.6065626022064,C19D1448-9346-4144-B4E2-8D4AD9072ACD,St Labre Mission,2909,ASHLAND,MT,3U4,
-114.258360781261,48.2000231879884,BAABE5C4-5DE4-4FC6-BBC9-53898B32F240,Braidwater Farm,2910,KALISPELL,MT,2MT2,
-114.24041659404,48.1246842950671,AE66AC2B-2816-4131-81AA-84F682AADFB2,Sanders,2910,KALISPELL,MT,MT37,
-114.24430828864,48.2438570818165,4AFF0DFE-0EC1-490A-ADDF-69DBA9656D65,Weaver,2929,KALISPELL,MT,MT54,
-114.298060793001,48.2155204070295,70D0FBB5-9CDA-491C-B20F-01A589D3CCF8,Riverside,2930,KALISPELL,MT,MT10,
-110.441625095211,48.7741725175822,E72FBC63-406E-49FC-BACF-31C63BF86030,Lincolns Fld,2931,HINGHAM,MT,12MT,
-114.303754396533,48.178575958605,E26921A4-539D-4192-AA1A-FA9E1F4627FE,Kalispell City,2932,KALISPELL,MT,S27,
-114.229457962751,48.0511176235277,5C9EC960-5C5E-4D35-B003-AA1C8FABDD9B,Marco Bay,2940,SOMERS,MT,MT14,
-108.709053047778,47.5841623034322,BF4BC10B-68E2-4583-AF8C-5156060969A1,Sand Creek Wildlife Station,2940,ROY,MT,MT79,
-114.185291206539,47.6954509333227,31496F51-5F1D-487D-8BAA-F920844AE041,Polson,2940.8,POLSON,MT,8S1,
-108.848067809614,47.616673682107,AB3316D4-31BA-4DF3-9BF6-4C99BAD78086,Knox Ridge,2950,WINIFRED,MT,MT3,
-114.324010797789,48.2133204041494,3801CD88-3136-4887-8749-962B03BADD6F,Kalispell Rgnl Hospital,2975,KALISPELL,MT,MT28,
-108.365012010434,46.9766736661603,01ED8173-246B-4CCB-816E-ABF9C57FCA46,Winnett,2989,WINNETT,MT,7S2,
-115.107455557021,48.859581480053,BD343F54-4491-44D5-9710-DA8403DAC234,Moose Country,3001,REXFORD,MT,MT07,
-114.173430222404,48.2578940343,41547C28-6E1C-4AB1-8144-AC4273E84A14,Sands,3003,KALISPELL,MT,MT89,
-114.080846657843,47.3250064704883,B5B970C7-7064-4E88-BEE8-02B900431402,St Ignatius,3006,ST IGNATIUS,MT,52S,
-113.995569034126,48.082784317274,04EBE670-153E-4835-B631-178038ECD50E,River Bend Ranch,3010,FERNDALE,MT,2MT4,
-111.109154026898,48.3138776872596,A3090999-1231-4C02-BBCF-56E87564421A,Tiber Dam,3023,TIBER DAM,MT,B70,
-107.660456055153,45.7443958268249,B9F2F108-8FA1-4712-8442-9C82C4E17C63,Big Horn County,3025.3,HARDIN,MT,00U,
-114.968458285958,48.7782009330762,73901798-3567-464F-A6D0-9C25AC5387CD,Barnaby Lake Medivac Site,3034,FORTINE,MT,2MT7,
-114.089180168531,48.1008398639573,CAEE9820-FD9A-4DA3-A47B-5D8A863E6145,Masonry Fld,3049,BIGFORK,MT,93MT,
-108.403765199763,48.8503266176754,92FF0969-A881-455D-82FD-3E515A943419,Turner,3051,TURNER,MT,9U0,
-110.469679512673,48.62834027917,938AEDCB-CBEE-4FCF-B6F3-86AC758092E2,Pester,3055,HINGHAM,MT,45MT,
-114.299589727648,48.4080265325348,95BFB931-2542-4E47-8500-3CFE498E632E,Whitefish,3066,WHITEFISH,MT,58S,
-114.001180141128,48.0604787589523,F04E8B4F-9FE4-4DD6-8D2C-32337362C583,Ferndale Airfield,3072,BIGFORK,MT,53U,
-114.182880231864,48.289956535771,513ADC7E-D022-4202-B756-06812FFF1E94,Torres,3078,COLUMBIA FALLS,MT,MT18,
-114.101096715592,47.5671731547999,CC4FF9F9-A082-4A0E-B710-CBD060A50BE5,Ronan,3086,RONAN,MT,7S0,
-114.327485824003,48.3219231900679,83FAA024-CC86-4732-9150-D2EB74897CD2,Rahn,3090,KALISPELL,MT,27MT,
-109.099456804628,47.8477847904514,30487DF6-AF56-48A3-9063-524286CF78E6,Bullwhacker,3100,WINIFRED,MT,BW8,
-109.078623452166,47.779451452091,F6A9824A-1DEC-41B8-BB26-E3915B06EA3E,Woodhawk,3100,WINIFRED,MT,WH0,
-110.092545868831,47.6166985608849,3459A2A7-4052-4A52-9B84-F3DFAAC891B6,Owen Bros,3106,GERALDINE,MT,MT01,
-114.413624725431,48.3000065123707,759BEBE9-391B-468A-8DFC-67F0D528D6B0,Bates Airstrip,3110,KALISPELL,MT,2MT0,
-108.512839592506,45.7895401984374,BAFB4DFB-3615-4C88-BD5A-858DFDF071E7,Billings Clinic,3137,BILLINGS,MT,MT55,
-108.660956928343,48.8601460379011,A94FDBA5-82CB-48CD-9D5E-268B8741C492,Hogeland,3139,HOGELAND,MT,6U6,
-114.880450215815,48.7891384432759,88B32016-84CB-43A8-BE68-D0BD1F8B646A,Crystal Lakes Resort,3141,FORTINE,MT,01MT,
-114.058735440918,46.855485323507,3A5D5488-27E8-4EB0-8AFA-6334824D85D1,Missoula Unit,3145,MISSOULA,MT,MT44,
-109.186956824179,47.8455625596961,07DCCC41-2E7B-44E8-BD48-B48823A7DAB4,Black Butte North,3150,WINIFRED,MT,BB0,
-109.022790129131,47.8852848014411,8D853FCE-F1E4-4D07-BB3C-3D142756AAFB,Left Coulee,3150,WINIFRED,MT,LC0,
-114.047754882208,46.8484925460296,F7AEDC1F-C10B-4DBE-984A-D981BD7CE961,Community Medical Center,3160,MISSOULA,MT,2MT3,
-107.502928502613,47.1041459819063,3D50FCF3-07DD-4C5C-88C8-1DBA43A1D8CC,Sand Springs Strip,3180,SAND SPRINGS,MT,8U1,
-110.265925903212,47.5964618750143,C4475343-3B2A-4470-BE9A-A64802756F8D,Geraldine,3185.4,GERALDINE,MT,5U8,
-108.57542848189,45.7151457410617,041DF5E5-F1E9-4605-BDB0-E831ABD96AD9,Billings Flying Service,3200,BILLINGS,MT,63MT,
-111.497513885937,48.5383285007156,7F3EE36C-E9F0-4A2E-8A77-C88153789FDB,Hellinger,3215,DEVON,MT,MT02,
-107.774224075367,45.4029263352999,55CA6444-1729-4874-8B8E-519DEA7F260F,Pale Morning Dun Ranch,3220,FORT SMITH,MT,9MT0,
-107.931233540603,45.3207993685453,70CA6471-51B2-4996-8CBA-722537BA549E,Fort Smith Landing Strip,3242,FORT SMITH,MT,5U7,
-106.417266115936,48.8666990376668,550C9299-2C28-4903-A932-60BD09D28697,Opheim,3264,OPHEIM,MT,S00,
-108.71734517079,45.6655068340436,44531CEF-8620-477F-A3E4-19128099BCF9,Powers Propair Service,3265,LAUREL,MT,96MT,
-105.45714993269,45.4704793243103,13728805-89B1-44DE-8860-3AF8E77AD0EF,Broadus,3282,BROADUS,MT,00F,
-113.999788211213,46.8754619980478,0FDCF275-1F28-4564-A6D2-E5973CC3DD1E,St Patrick Hospital,3282,MISSOULA,MT,MT23,
-114.492513674001,48.4833398508986,59FCB0E0-7AAF-4199-82FE-726A7C51FD31,Lone Hawk,3284,WHITEFISH,MT,0MT9,
-108.67417017365,45.7336026779875,B9E1EE06-7073-4FF8-9F52-112A4AD86B27,Landing Pointe,3284,BILLINGS,MT,MT57,
-108.684624343338,45.7353526772162,5F4F7767-D50A-40D9-8882-8301C2DD0C4F,Flying Dog Airpark,3293,BILLINGS,MT,MT56,
-113.997791351236,48.4866732372249,9613E3F8-7D34-472F-88B8-3F329EA014DD,Glacier Heli Tours,3300,WEST GLACIER,MT,0MT8,
-106.145306758663,45.2880499390338,01A02E85-9FA2-4F23-9B86-AE12CDF91A12,Stevens Ranch,3300,ASHLAND,MT,1M6,
-114.001124683473,48.4805621254077,08AE7EC2-3DDD-4228-A40C-6B59B5673504,Kruger,3300,WEST GLACIER,MT,33MT,
-114.127096587127,46.9556175468657,3EC228C0-06C3-46A7-91E7-4E913185123B,Aero,3300,MISSOULA,MT,90MT,
-109.008067917207,47.9475070306884,13E6E718-2D7B-4FFB-BF2F-54E6EFB27F97,Cow Creek,3300,WINIFRED,MT,CW0,
-108.518595149601,45.7937846433517,1D3C00C9-5620-4722-9A4C-5F66655F147C,St Vincent Healthcare,3300,BILLINGS,MT,MT25,
-114.05234504498,47.5910537166872,C1E021D8-813F-4BAA-A07C-E5EF19827423,Hoversland,3330,RONAN,MT,MT19,
-104.415234792701,46.1069522650661,03F008FE-774C-4EFE-9487-645714A014F8,Sikorski Ranch,3330,EKALAKA,MT,MT74,
-108.828345188995,45.6286179311572,7780EEA1-AA87-4DE3-B3A3-C31A9B63D4F6,Fly Wm,3332,LAUREL,MT,50MT,
-115.091402578951,48.0380619776064,18C1D500-A199-4A20-A270-E7D4C53D4009,Brown Cabin,3340,LIBBY,MT,6MT4,
-111.487483354442,47.4094067377346,152136A8-A2A0-4D35-BA1E-12DB6D5615EF,Bair,3340,ULM,MT,MT33,
-111.470039181575,47.3996842386053,C2166A42-4C13-4AEC-A61E-04FB1E97CBFD,Smith Farms,3340,GREAT FALLS,MT,MT76,
-110.905522158367,47.6083076459913,1078E362-01B7-4A00-AA5D-EF0F3E9B4B73,Peterson Ranch,3340,HIGHWOOD,MT,MT77,
-108.848900750647,45.6341734858607,EF464D70-8A37-408A-9F10-21DE671FD570,Cottonwood,3350,LAUREL,MT,0MT5,
-109.386722085653,47.5553958461215,6DBBA1D3-CC8F-4428-8BFE-FAC550B17F47,Winifred,3354,WINIFRED,MT,9S7,
-114.999047552643,48.0043978177485,E73631CD-75F1-43B8-BF8A-F8B5542D10E8,Campbell Ranch,3360,MARION,MT,MT88,
-114.412633894065,47.077706972994,26E2519D-6BB4-4D79-9B8A-8A46A75D0D16,Nine Mile,3364,HUSON,MT,MT52,
-104.576075351672,45.908894172545,95336936-E9A8-4995-874B-0369B4B7A1CE,Castleberry,3373,EKALAKA,MT,MT45,
-108.684456297309,45.7891735167667,8CB46296-9E52-4D45-999D-CF368FE972A3,Wilcox,3390,BILLINGS,MT,1MT9,
-111.296865551993,47.4880595415598,98711262-E886-4AE0-9D88-0E8677370B0C,Columbus Hospital,3418,GREAT FALLS,MT,MT27,
-111.158590507458,47.4210762152958,A1486243-C943-4684-B5DB-3D4568731F04,Prill Fld,3420,SAND COULEE,MT,1MT7,
-106.709289187441,45.8528403676088,73E0C756-E1A1-4497-82FA-4698D6377600,Colstrip,3427.6,COLSTRIP,MT,M46,
-111.451087819841,47.545056753269,D6CEAEA5-B8A6-4058-9579-7AB76074C108,Agfertilizers,3435,GREAT FALLS,MT,MT17,
-114.22431906039,47.9934148415911,B86FC1CF-B6A7-42D9-83BB-C875A82F468A,Lakeside,3440,LAKESIDE,MT,MT03,
-111.270049290997,47.5936239145317,BB4A9D94-69D2-4FA0-8693-0829E421267C,Horner Fld,3440,GREAT FALLS,MT,MT49,
-108.81738129887,47.0638697428893,E166B88E-A095-4F38-9072-87B8019A4020,Matovich,3450,GRASS RANGE,MT,08MT,
-111.259812766741,47.4918456565655,52028EC9-FFEB-4E58-86B8-6F28298D63D6,Benefis Healthcare,3459,GREAT FALLS,MT,MT70,
-104.703303674139,45.6680580230102,B6938246-B2C6-469E-BCDB-0A13AC84F128,Laird Ranch,3462,EKALAKA,MT,MT05,
-114.111540893283,46.3076452726929,B603FDB5-A06E-4123-B40E-53515C46656D,King Copters,3496,CORVALLIS,MT,MT59,
-108.727234084718,45.7877846237225,664AE477-0371-4FA1-93F6-75DEB16AA2FA,Husky Ranch,3503,BILLINGS,MT,MT40,
-104.537582225488,45.8764925611875,B9BEF50B-316A-43EB-8F8C-A826A8A51C65,Ekalaka,3504.9,EKALAKA,MT,97M,
-114.141124226294,46.2786174893429,4884F6E0-47BD-45A2-A280-284222322568,Kimp,3510,HAMILTON,MT,0MT4,
-108.954817568852,46.3072846553616,3A4C42FA-EA29-44A4-B53E-C81A3C240303,Lavina,3512,LAVINA,MT,80S,
-114.465386923438,46.9094911201213,33569DA7-5101-4883-97AA-9D6227564F18,Petty Creek Mountain Ranch,3519,ALBERTON,MT,MT81,
-108.549178518456,45.9430624339171,6D608157-1F87-4305-929C-25C9F442D66D,Skyrider,3540,BILLINGS,MT,1MT2,
-112.10921680182,48.5583239944913,3C7663D2-D33A-468C-AE93-E1D82EEE3C93,Torgerson,3541,ETHRIDGE,MT,06MT,
-108.760782965936,45.7051850561798,06506A30-D340-46F4-9450-5EB3E33530B1,Laurel Muni,3542.6,LAUREL,MT,6S8,
-113.657606443199,46.7271556307988,55CDCE03-7C41-496C-B375-2C6AF9C4DB37,Rock Creek,3547,CLINTON,MT,RC0,
-111.97645751608,48.1682845318086,48F95267-59D2-4C3F-95E1-3667C4803FC7,Conrad,3547.9,CONRAD,MT,S01,
-114.851541433034,48.0946808949701,6F261D7F-8300-49C3-ACBC-CC95F869F22F,Carson Fld,3550,KALISPELL,MT,MT53,
-111.978235488939,48.9985623778287,B430BE46-8B12-433D-BAF9-56BE55A70B8A,Ross Intl,3553,SWEETGRASS,MT,7S8,
-109.239226948447,45.6305306719261,63E229B5-F4FD-4EBF-B427-C696FBCADD15,Woltermann Meml,3577.6,COLUMBUS,MT,6S3,
-109.941929106321,47.3208679923047,8078BFE1-6D15-48F1-83BF-2DE7BA060F4B,Denton,3594,DENTON,MT,5U0,
-114.157346441218,46.2279674834857,2197EA69-522A-43F9-BFC2-B8446818CC9F,Av8-Orr Helicopters,3600,HAMILTON,MT,38MT,
-114.039838704525,46.5388177991407,9F66AAD7-2736-4C2C-8CB7-83B3A9EAEBB5,Ckye Fld,3600,STEVENSVILLE,MT,MT32,
-114.0528187043,46.5251175187119,C3D60D4C-2DB0-453D-A552-BF40FD7C75F5,Stevensville,3613.5,STEVENSVILLE,MT,32S,
-108.646845191368,45.8618401936588,25F3E957-66A5-4055-B00B-212F36F888E3,Haynes Ranch,3620,BILLINGS,MT,35MT,
-109.312161966508,45.6401901102437,155CD8E7-6768-43EB-A19C-093A206269A2,S&l Edwards,3623,COLUMBUS,MT,44MT,
-114.153068659024,46.2066730381102,539665E4-AEE1-43F2-8788-C74F0ECB69D0,Rotorcraft,3630,HAMILTON,MT,M62,
-113.959458008457,48.4830621299728,BF62E8CC-30D7-4598-97BF-43FA11E54205,Ryan Fld,3660,WEST GLACIER,MT,2MT1,
-114.176222580165,46.3460394365489,712E48A1-4283-437E-A1A6-3D16559C7F5E,Hedditch,3663,CORVALLIS,MT,MT72,
-108.569994887101,45.8090640562462,397F1B6C-C076-49DB-A1D3-B50B0216CD06,Billings Flying Service,3671,BILLINGS,MT,03MT,
-113.559485582223,47.9616732417963,541ADD0B-D862-42D8-B1B5-15043FDBD701,Spotted Bear /Usfs/,3672,SPOTTED BEAR,MT,8U4,
-114.061679800835,46.4466730672755,4E3533C8-E508-4A05-8EA6-5884E15A3151,The Landing Zone,3680,STEVENSVILLE,MT,48MT,
-113.720381631293,47.5388323573792,F6A5990D-5AA2-40C1-B292-28D9F73110D6,Condon Usfs,3686,CONDON,MT,S04,
-109.247706519591,46.2904790704078,C86172E4-9F50-4A6A-91AC-00F6E10B2F34,Ryegate,3689,RYEGATE,MT,8U0,
-111.698290717738,47.8472011987523,EC767157-78FA-45C5-87B3-E0DE04083330,Dutton,3699,DUTTON,MT,5U1,
-108.925710705327,45.2916206654876,AD47F1F3-4E11-4C0F-9246-5EB5B8F137A9,Bridger Muni,3720,BRIDGER,MT,6S1,
-114.178346418969,46.0975063594105,5D4960E9-850F-46A0-8D26-75993A39FD2E,Fox Fld,3750,HAMILTON,MT,99MT,
-111.717512817515,47.2666733694043,56024980-D1F3-4F18-841F-3B165F5E2AA1,Cascade Fld,3800,CASCADE,MT,3MT7,
